type,grating,grating
camera,idus,idus
grating,300,600
350.0,14.193563268060228,
350.17444,11.367861521053536,0.26416423539371786
350.28174,9.497121576818927,0.5311346306896839
350.34885,8.950370253573972,0.9052536825914055
350.52325,8.467965100974245,1.279372734493127
350.56347999999997,8.039178216683721,1.5220007114727703
350.69768999999997,7.963987681085444,1.8736550122754392
350.84525,7.890943379505208,1.8972388043745492
350.8721,7.860968460514487,1.9211730374735334
351.04651,7.83152239957779,1.7376814270863254
351.12698,7.802591322842362,1.599275773205828
351.22095,8.791180791885564,1.4823946120957672
351.39536,10.051986745102369,1.7219788739005315
351.40872,11.715396477683546,1.3862366151080678
351.56976000000003,17.2846100652083,1.1619390716534257
351.69046000000003,32.654077773290844,1.194608973772237
351.7442,26.85839262663353,1.228819392512195
351.91861,22.843633246896008,2.3498274051483787
351.9722,19.89824720366716,1.9855701578747373
352.09305,15.15955624028574,1.7213267463633701
352.25394,12.266518976894227,1.754727112357944
352.26746,13.202800999433473,1.789109358055758
352.44186,14.2825442336174,1.500608992898691
352.53571,15.541456999706556,1.6942921845794423
352.6163,20.73109392185818,1.9426567871487033
352.79071,30.97781126325244,1.59883484069312
352.81744,60.69712927514523,1.2825263242919438
352.96512,20.29683459006903,1.072355105601041
353.09918,12.231275534501497,1.2318491156291593
353.13956,8.530102300182207,1.4447420461283784
353.31396,6.562557549574602,1.852577331271194
353.38092,5.34172929948745,1.730429473105394
353.48837000000003,7.016193644347826,1.624309088468925
353.66266,10.177577440280825,1.631023767154168
353.66281000000004,14.794571975340581,1.63773274496604
353.83722,26.877813879158584,1.855140055237428
353.9444,141.03080160724332,1.8103345440506735
354.01162999999997,68.8843679265989,1.768014101155814
354.18607000000003,45.70889136643381,1.6666306900518815
354.22614,34.27824363719754,1.751833095939132
354.36047,22.303957380998362,1.8453414799228112
354.5079,16.567279266280593,1.7934652994608655
354.53488,17.080322140671072,1.7448422302718862
354.70932,17.62126462756617,1.8822638015559605
354.78963999999996,18.19244613546782,1.8160122324870798
354.88372999999996,20.95191139429099,1.754779649187915
355.05814,24.66037472209177,1.822074564123121
355.07138,29.909046609422774,2.0475942411477
355.23257,24.99699627183614,2.3340224094160904
355.35312000000005,21.49645465194681,1.9763224836915732
355.40698,17.516590029140943,1.7156129373295983
355.58142000000004,14.79958583348337,1.717264816553944
355.63486,12.826667019663017,1.6369570104817512
355.75583,12.332176759244135,1.5644065775983327
355.9166,11.878053050696192,1.5894163298027901
355.93023999999997,14.442427296962641,1.6150221214722615
356.10468,18.37732306106668,1.796241741054497
356.19836000000004,25.182114311240838,1.717149737745254
356.27907999999996,28.467578510011464,1.6452949443572862
356.45349,32.69912780393751,1.7373380195729935
356.4801,38.35414989565712,1.8438003013110813
356.62793,21.621322818831093,1.9631297930642257
356.76184,15.090561199219074,1.794009012227689
356.80234,14.14583428216939,1.6527636406938606
356.97675,13.318671038390955,1.5250661213290442
357.04357999999996,12.588412130500407,1.5001506652014167
357.15117999999995,16.228704936347718,1.4762236091608674
357.32532000000003,22.758078181040613,1.4398155388354315
357.32559,34.27137026041031,1.4054251358986956
357.5,68.81124649851938,1.6958121223484746
357.60706,170.31668379259713,1.7988039484830183
357.67444,271.8221210866749,1.9141562530782
357.84885,136.4372876325947,1.85215285080543
357.88882,91.30900981456797,1.8504510793931401
358.02325,55.44901191879404,1.8487654232404365
358.17056,39.89891072915509,1.7892177020563114
358.19768999999997,46.546051886695516,1.7337972733508595
358.3721,55.766399035241605,1.5570814149351935
358.4523,69.41276681914351,1.6453082356843582
358.54651,52.663859125372504,1.743347239464645
358.72095,42.488372108068866,2.2202662611897135
358.73404,35.65132749098585,2.1215923693799517
358.89536,28.400883130036245,2.0319580680338984
359.01578,23.630656360284732,1.898451993026913
359.06976000000003,24.59831817948941,1.7822179468156572
359.2442,25.640572346140516,1.8508588733602995
359.29752,26.766389556315325,1.8654145538099534
359.41861,26.434997728916958,1.8800923184675595
359.57925,26.114031711818768,1.8609130961988682
359.59305,24.39382592709228,1.8422558989116105
359.76746,22.896450537431416,2.1291875047435354
359.86102,21.581242065965668,2.0694200762150485
359.94186,21.285677341881122,2.013310112818758
360.0,21.00012361052181,1.9457000386295658
360.1163,20.742062467635275,1.884552087531483
360.14276,20.492455688371212,1.8311843910979078
360.29071,23.48171699481033,1.7811857704643652
360.4245,27.451119831438255,1.6372391221930844
360.46512,27.760694253668557,1.5158032485755963
360.63956,28.074561695621615,1.5342577817718634
360.70624,28.392812080906833,1.6507355235387933
360.81396,21.761923305897696,1.7850944614342188
360.98798,17.67038877694276,1.52192608699088
360.98837000000003,16.362069668856424,1.3278335622724233
361.16281000000004,15.24302560575049,1.746836592212564
361.26971000000003,14.274953504830153,1.8782625039719922
361.33722,14.325083721661853,2.0296874500164312
361.51162999999997,14.375143853035354,1.540907280482263
361.55147999999997,14.425134045824343,1.5559696352021122
361.68607000000003,15.241582838383506,1.5712008064664051
361.83322000000004,16.147999867178566,1.5485407443969619
361.86047,16.671877655983597,1.52670343302612
362.03488,17.226158019731955,1.7378618173868041
362.11496,17.813566609876286,1.7626562313033736
362.20932,18.605123758110242,1.7879582343261724
362.38372999999996,19.462979007345222,1.9186162427870976
362.3967,20.395825773849086,2.0386114284253702
362.55814,20.55567056161958,2.1734542798956182
362.67843999999997,20.71673297451361,2.1334355269680025
362.73257,17.396640750651983,2.09516530306189
362.90698,15.01016121835141,1.8822275169249316
362.96017,13.212038500613488,1.7756318993231206
363.08139,11.980119902063313,1.6811714495671644
363.24194,10.965667850012922,1.7248917049282346
363.25583,11.974977273196764,1.7705777239739222
363.43023999999997,13.178536104223534,2.20088633850179
363.52367999999996,14.638392355382623,2.0455441090313253
363.60468,16.376943050445288,1.9116569189586055
363.77907999999996,18.564888243869554,1.6326734877194355
363.80542,21.40233523373014,1.8564640013620335
363.95349,24.44178353597614,2.1487468653338717
364.08716,28.45164554514628,2.183814046234308
364.12793,27.391768158883192,2.219766110499189
364.30234,26.415171637392817,2.0774666027998387
364.3689,25.512411236813737,2.1358700232150656
364.47675,17.110295163153836,2.197176645491509
364.65063,12.895139616133163,2.3901863527633593
364.65117999999995,11.796975212861582,2.6184984930448856
364.82559,10.8774904328043,2.2713324349879347
364.93237,10.096357325097669,1.7525199548497858
365.0,11.16715377713829,1.4285994194779028
365.17444,12.48119313547848,1.2605100010594998
365.21414,14.13197835510684,1.5014065647258903
365.34885,17.919084280639808,1.8529523335601736
365.49588,24.414300164139362,2.0170518587008948
365.52325,23.61527074812583,2.211491392871494
365.69768999999997,22.87209419687275,2.0710961364798126
365.77762,22.179112029625678,2.1634713090900908
365.8721,18.560203961116304,2.2637173462897886
366.04651,15.972536875127867,2.298755598609687
366.05936,14.030290012900165,2.2468930306476733
366.22095,16.019227647291412,2.1976613070666606
366.34109,18.643549104531903,2.1616094693325434
366.39536,22.720478727047958,2.1269620340766124
366.56976000000003,29.0227779772966,2.363211395191348
366.62282999999996,40.056449378543,2.5126701912857765
366.7442,35.78596926462557,2.6810543115676655
366.9046,32.35988298224946,2.4658642668210318
366.91861,26.529262686699727,2.283820409597939
367.09305,22.502575417132796,2.123045408003729
367.18634,19.554800957373402,2.279778274253699
367.26746,19.00827229370067,2.460159973239163
367.44186,18.494879791527044,2.124446614962899
367.46808,18.011698539965263,2.258841189931035
367.6163,20.325142492697353,2.410289208278676
367.74982,23.297351261614065,2.471964242646892
367.79071,21.035529311233333,2.5364318806620973
367.96512,19.18536601107447,2.106328765048614
368.03156,17.643850749800958,2.1652375817510374
368.13956,15.414690526696978,2.227110911210382
368.31329,13.695785238917443,2.395606886646909
368.31396,14.000775522914578,2.5902873003190123
368.48837000000003,14.317515469935644,2.3499252000953352
368.59503,14.646697394169172,2.39668713990361
368.66281000000004,13.92305479914127,2.445023777924162
368.83722,13.271617770064616,2.089412969761922
368.8768,12.682092771949815,2.150249521999503
369.01162999999997,13.079237471097068,2.2143056123189706
369.15854,13.499246914072067,2.4332242112846356
369.18607000000003,16.36745416008144,2.6982769814989602
369.36047,20.747472098695358,2.2292837578833264
369.44028,28.262343987075873,2.237588221590781
369.53488,30.44435134632645,2.2459013490809303
369.70932,32.973973552055696,2.3767665059781944
369.72202000000004,35.94146761452854,2.225488675873327
369.88372999999996,35.839693061715316,2.0931052381740964
370.0,35.739127376378185,2.0843819115606177
370.00375,35.66372998822738,2.0771816883719936
370.05814,46.28065106989275,2.070085024411893
370.23257,65.68809865042886,2.094128337911895
370.28549,112.5161609340722,2.081328663069866
370.40698,59.38984947212499,2.0687786461835893
370.56726000000003,40.438603168197744,2.2050703642768874
370.58139,29.46648460527672,2.359349322875231
370.75583,23.214422436946162,2.360655433475372
370.849,19.17581370171651,2.4573905831735035
370.93023999999997,18.818716324322523,2.5615877306592862
371.10468,18.477150409948145,2.106904038450375
371.13074,18.150124245519446,2.029283871229925
371.27907999999996,17.274757681497647,1.9576855666832027
371.41247999999996,16.485439008774602,2.103057499631482
371.45349,17.270029951698074,2.2704360707781635
371.62793,18.12651834433928,2.202472573593223
371.69421,19.065261423742523,2.1650989760233985
371.80234,24.463402896723757,2.129226362243233
371.97595,34.03011866124148,1.9651375254577226
371.97675,25.19692143103749,1.8254564328599683
372.15117999999995,20.03356019488971,1.9945192005330636
372.25768999999997,16.646397332224076,2.1668347907993732
372.32559,14.133400069904006,2.3701673685934996
372.5,12.290899027332532,2.4769845605980554
372.53946,10.882135188720866,2.5906625442822673
372.67444,13.06343292393102,2.7143699417281857
372.8212,16.310135258396855,2.659739046619512
372.84885,19.805147375219274,2.6076186311359195
373.02325,25.15935964392509,2.279535237608348
373.10294,34.39386564500786,2.1227193144371217
373.19768999999997,36.855268995333596,1.9869632975646476
373.3721,39.675325712804316,2.1285965850990736
373.38467,42.93858526039717,2.254350859789978
373.54651,30.980528921677216,2.3948808273671376
373.66641,24.267681926835497,2.3736966715684793
373.72095,18.564181468415676,2.353022467480102
373.89536,15.05058519652917,2.2572062348154764
373.94815,12.668781656458277,2.2308290329998783
374.06976000000003,11.509295411475266,2.2052304353342596
374.22992,10.550110997278233,2.3240191824726057
374.2442,11.81370785310114,2.4554113487076394
374.41861,13.40917117459146,1.9256080417737358
374.51166,15.487005199196725,1.8876992770428207
374.59305,17.21371601659577,1.8514879196879164
374.76746,19.35795466794999,2.4423831656434136
374.7934,22.091989523199295,2.2952832580056053
374.94186,23.12114022312424,2.1656921389132138
375.07513,24.2432193417145,2.1658838030399377
375.1163,25.832496160975502,2.166074268210451
375.29071,27.632336531982503,2.800498875767204
375.35687,29.68755564079839,2.788655631407956
375.46512,26.95107171803879,2.7769866206039193
375.63861,24.689718500950764,2.36961940933162
375.63956,23.067770872393854,2.068153845068057
375.81396,21.65421051945453,2.029992860978391
375.92037999999997,20.411301315763417,2.275473865312599
375.98837000000003,20.589412635879754,2.5862620564826555
376.16281000000004,20.769517063342242,2.704629406225521
376.20212000000004,20.951648241395112,2.5616242167494967
376.33722,16.823286779305676,2.433741289398003
376.48386,14.068384062824311,2.4239178660059713
376.51162999999997,12.914841500574749,2.4142333353944854
376.68607000000003,11.941702587158193,2.5844132491593648
376.76559,11.109716319481278,2.544437860892697
376.86047,12.156768836838216,2.5059137627143295
377.03488,13.413209487139516,2.2380392796144233
377.04733,14.948826030303016,2.329096380125022
377.20932,17.95432981829059,2.427253350393971
